,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
kim10,-0.07996122539043427,0.04161087051033974,0.04326987266540527,-0.1486450731754303,-0.1336754858493805,-0.04046633839607239,-0.08177500218153,-0.14043675363063812,0.11156190931797028,-0.16328170895576477,0.19563129544258118,-0.11034171283245087,-0.24863657355308533,-0.028945788741111755,-0.039654046297073364,0.241355299949646,-0.19143496453762054,-0.14796486496925354,-0.08215807378292084,0.011957526206970215,0.03714025020599365,0.020060233771800995,0.046122778207063675,0.07756055891513824,-0.13401268422603607,-0.3256666958332062,-0.10083909332752228,-0.04612800478935242,-0.10282371938228607,-0.033621564507484436,-0.04560915380716324,-0.00852232426404953,-0.21362033486366272,-0.01443002000451088,0.05537690967321396,0.07741895318031311,0.019165003672242165,-0.14855802059173584,0.15136799216270447,0.017369572073221207,-0.30377131700515747,0.0764460563659668,0.09862696379423141,0.19151242077350616,0.16721265017986298,-0.008510872721672058,-0.0034891851246356964,-0.1245139092206955,0.15485486388206482,-0.1637127846479416,0.007771134376525879,0.08977868407964706,0.037396758794784546,0.030759934335947037,0.0154695063829422,-0.11313292384147644,0.06512370705604553,0.1875804364681244,-0.12498806416988373,-0.02315809205174446,0.09029126167297363,-0.08119437098503113,0.015249483287334442,-0.10868112742900848,0.22069452702999115,0.10903620719909668,-0.11298452317714691,-0.23866544663906097,0.07314972579479218,-0.1221446767449379,-0.09079954028129578,0.043788060545921326,-0.18848440051078796,-0.1608401983976364,-0.2954663038253784,-0.018220528960227966,0.25644993782043457,0.12515565752983093,-0.20155976712703705,0.06470350921154022,-0.034391820430755615,0.08189726620912552,0.1030787006020546,0.17045889794826508,0.06356710195541382,0.083856001496315,-0.07813490927219391,-0.011971522122621536,0.25713515281677246,-0.11038002371788025,-0.01367102563381195,0.29720455408096313,-0.028760850429534912,0.026865921914577484,0.021847449243068695,-0.019994154572486877,-0.11719880253076553,0.028388284146785736,-0.12503565847873688,-0.00411774218082428,0.05754373222589493,0.015542246401309967,0.024321511387825012,0.1025836169719696,-0.1828162521123886,0.06211567297577858,-0.06629172712564468,0.028944186866283417,0.011530309915542603,0.02485651522874832,-0.05436372011899948,-0.09628532826900482,0.08705505728721619,-0.22249636054039001,0.21176470816135406,0.1877163052558899,0.053425706923007965,0.07391321659088135,0.12675321102142334,0.0553891658782959,-0.010767742991447449,0.052067987620830536,-0.15834110975265503,-0.02812691032886505,0.13379669189453125,0.002660319209098816,0.12815240025520325,0.004509333521127701
kim2,-0.0994165688753128,0.08622083067893982,0.0780850425362587,-0.06472494453191757,-0.11276635527610779,-0.03890208899974823,-0.035342708230018616,-0.149756520986557,0.09788109362125397,-0.17407768964767456,0.20844745635986328,-0.11758730560541153,-0.19687119126319885,-0.07131130248308182,-0.008085384964942932,0.2089344561100006,-0.19598323106765747,-0.11960586160421371,-0.04411853477358818,0.05415588617324829,0.08604273945093155,-0.01712135225534439,0.06238380819559097,0.020943429321050644,-0.09184712916612625,-0.3735540211200714,-0.09554300457239151,-0.08164618164300919,-0.1006518304347992,0.001004151999950409,-0.016335368156433105,0.05843290686607361,-0.16783662140369415,-0.013792984187602997,-0.0063922107219696045,0.06709856539964676,-0.037355467677116394,-0.07097205519676208,0.1541578769683838,-0.0015865378081798553,-0.26458802819252014,0.012526020407676697,0.06146173179149628,0.2087462991476059,0.14155006408691406,0.008172929286956787,0.040886156260967255,-0.10923820734024048,0.1391938030719757,-0.13698020577430725,0.022607523947954178,0.05808933079242706,0.04829716682434082,0.03625111281871796,0.09257595241069794,-0.1473940759897232,0.05577880144119263,0.09762205183506012,-0.08553784340620041,-0.008461283519864082,0.07162119448184967,-0.04206854850053787,0.007176008075475693,-0.12826089560985565,0.22874000668525696,0.08796291798353195,-0.08036449551582336,-0.16770656406879425,0.0760660246014595,-0.07765188068151474,-0.08873951435089111,0.05592820420861244,-0.18602284789085388,-0.1672097146511078,-0.2779555320739746,-0.04500207304954529,0.3490867614746094,0.08307025581598282,-0.19605880975723267,0.008571967482566833,-0.0002965852618217468,-0.005409363657236099,0.14961686730384827,0.20077064633369446,0.033355019986629486,0.10172103345394135,-0.07625894248485565,-0.03122396022081375,0.1933048963546753,-0.10386694967746735,-0.0592571422457695,0.23221339285373688,-0.03743511438369751,0.034354932606220245,0.025501325726509094,-0.09253410995006561,-0.06905316561460495,0.06822867691516876,-0.15489590167999268,-0.03362932801246643,0.004226058721542358,-0.07490924000740051,-0.06838293373584747,0.04998961463570595,-0.1667575240135193,0.08352439105510712,-0.014932764694094658,0.06971301138401031,-0.030710145831108093,0.0022790655493736267,-0.12401652336120605,-0.012100189924240112,0.10044979304075241,-0.21171362698078156,0.15834426879882812,0.16254839301109314,0.02184043452143669,0.11926987767219543,0.12209652364253998,0.0831545740365982,-0.029670599848031998,0.04907197505235672,-0.1976989507675171,-0.003710314631462097,0.14732399582862854,0.024033322930336,0.09289711713790894,0.0029442571103572845
kim3,-0.10706202685832977,0.05550827831029892,0.0653376430273056,-0.1381838172674179,-0.1185714602470398,-0.0291517972946167,-0.08429193496704102,-0.14334654808044434,0.13622191548347473,-0.1747363805770874,0.1712666153907776,-0.11463605612516403,-0.2047514021396637,-0.07724598050117493,-0.08088261634111404,0.23741388320922852,-0.18395674228668213,-0.174565389752388,-0.04489520937204361,-0.0024244114756584167,0.114453986287117,-0.012590274214744568,0.0005565881729125977,0.0463402234017849,-0.12220796942710876,-0.36939093470573425,-0.0998254120349884,-0.06279522180557251,-0.10285070538520813,-0.02325589209794998,-0.006597176194190979,0.03398999571800232,-0.2077244520187378,0.006969429552555084,0.03595195710659027,0.07749992609024048,0.016509750857949257,-0.11696197837591171,0.1426178216934204,-0.010052435100078583,-0.25941887497901917,0.0516279935836792,0.11181902140378952,0.17387762665748596,0.1876290738582611,0.005806058645248413,0.004241630434989929,-0.12826862931251526,0.18531925976276398,-0.15566100180149078,0.0030748695135116577,0.10427556931972504,0.034831419587135315,0.02666519582271576,0.09207490086555481,-0.09047789871692657,0.05204332619905472,0.14129957556724548,-0.11200389266014099,-0.013352006673812866,0.09301994740962982,-0.09559839963912964,-0.060095418244600296,-0.14709828794002533,0.22102394700050354,0.09091739356517792,-0.124859519302845,-0.21339848637580872,0.136511892080307,-0.09479722380638123,-0.06407797336578369,0.026890821754932404,-0.1785782277584076,-0.14082609117031097,-0.25215718150138855,0.01511857658624649,0.328033447265625,0.10888484865427017,-0.21444538235664368,0.05994950234889984,-0.0021592602133750916,0.062438562512397766,0.12847232818603516,0.1714271754026413,0.056222863495349884,0.028979411348700523,-0.06406107544898987,-0.021582089364528656,0.22014577686786652,-0.07181164622306824,-0.0015378519892692566,0.25414296984672546,-0.04693560302257538,0.03706561028957367,-0.004468172788619995,-0.05484170466661453,-0.1245194673538208,0.05295021831989288,-0.14411577582359314,-0.003964163362979889,0.03288346529006958,0.023173067718744278,-0.022596903145313263,0.09115836024284363,-0.1051856204867363,0.04469040781259537,-0.06587623059749603,0.04360726475715637,-0.02052423357963562,-0.01085219532251358,-0.10467853397130966,-0.05932920426130295,0.0643228143453598,-0.1921086460351944,0.18150518834590912,0.12158606946468353,0.05287844315171242,0.08135983347892761,0.1425633579492569,0.08148263394832611,0.02117077261209488,0.026862159371376038,-0.20115801692008972,-0.022593647241592407,0.14714506268501282,-0.018269121646881104,0.07455866038799286,-0.03204470872879028
kim4,-0.11143709719181061,0.016852442175149918,0.07041660696268082,-0.07637631148099899,-0.11998625099658966,-0.05101041495800018,-0.08280224353075027,-0.11904598027467728,0.025044940412044525,-0.17593726515769958,0.17335550487041473,-0.125585675239563,-0.2043275237083435,-0.05009859800338745,-0.060365740209817886,0.20499148964881897,-0.10615493357181549,-0.11598581075668335,-0.028160765767097473,0.06590087711811066,0.1357954442501068,0.02744288370013237,0.004737727344036102,0.06581071019172668,-0.08059828728437424,-0.3489266633987427,-0.12267199903726578,-0.03184545040130615,-0.12259422242641449,-0.0062746331095695496,-0.05073507875204086,0.045153237879276276,-0.18527965247631073,0.019593343138694763,0.01314353197813034,0.09169729053974152,0.01864382065832615,-0.07476986944675446,0.11953133344650269,0.037599533796310425,-0.2921534776687622,0.06429668515920639,0.057855259627103806,0.2140786051750183,0.15141478180885315,0.01987999677658081,0.03698094189167023,-0.08808700740337372,0.1363772749900818,-0.18084834516048431,0.03526090085506439,0.08830733597278595,0.08855431526899338,0.007507212460041046,0.03533751890063286,-0.10951009392738342,0.04055282101035118,0.13951343297958374,-0.11187708377838135,0.03946385905146599,0.08227402716875076,-0.09614299237728119,0.014450419694185257,-0.1422966569662094,0.1920805424451828,0.08067045360803604,-0.12517127394676208,-0.1889406144618988,0.09361028671264648,-0.1289213001728058,-0.07659213989973068,0.046501487493515015,-0.20221146941184998,-0.19916579127311707,-0.3074054419994354,0.051701582968235016,0.29651331901550293,0.14501965045928955,-0.18415535986423492,0.060295455157756805,0.012890372425317764,0.07559351623058319,0.12685659527778625,0.1926431506872177,0.07711905986070633,0.07287175953388214,-0.06983605027198792,-0.005105331540107727,0.2247130572795868,-0.10812783241271973,-0.03206310421228409,0.25818192958831787,-0.05102049559354782,0.046235084533691406,-0.0050803497433662415,-0.03560037910938263,-0.05572117120027542,0.03411416336894035,-0.10249350219964981,0.04904448986053467,-0.007266834378242493,-0.05321657657623291,-0.016951389610767365,0.08295957744121552,-0.1393614113330841,0.06958325207233429,-0.09675372391939163,0.03944706916809082,-0.03594823181629181,-0.005183428525924683,-0.13790230453014374,-0.03300783038139343,0.06487424671649933,-0.1897878497838974,0.18334509432315826,0.16737186908721924,0.06596110761165619,0.09201804548501968,0.15026763081550598,0.08248366415500641,0.019588597118854523,0.015576831996440887,-0.19604827463626862,-0.0339827686548233,0.17753589153289795,-0.003089800477027893,0.08241062611341476,-0.007244184613227844
kim5,-0.09290863573551178,0.011435911059379578,0.0739043727517128,-0.08589993417263031,-0.1472097635269165,-0.054007962346076965,-0.04538439214229584,-0.16142845153808594,0.06291086971759796,-0.13266302645206451,0.190687358379364,-0.1517670750617981,-0.19960430264472961,-0.038562409579753876,-0.047464922070503235,0.19185209274291992,-0.1327722668647766,-0.17495790123939514,-0.03515631705522537,0.04340759664773941,0.1127917468547821,-0.005508728325366974,-0.013670261949300766,0.08483010530471802,-0.1416727900505066,-0.31508976221084595,-0.11133711040019989,-0.03231947869062424,-0.10474380105733871,-0.050394512712955475,-0.05627121776342392,0.07996861636638641,-0.2014688402414322,-0.032481130212545395,0.02327798306941986,0.07639466226100922,0.0027896538376808167,-0.09280505776405334,0.11350809037685394,0.014740273356437683,-0.2885613441467285,0.04554290324449539,0.08320555090904236,0.1937905102968216,0.15423502027988434,-0.006860509514808655,0.0027206242084503174,-0.0837843269109726,0.09314866364002228,-0.1938163936138153,-0.026946106925606728,0.11446675658226013,0.023077137768268585,0.04474350064992905,-0.009356111288070679,-0.11244828999042511,0.050623275339603424,0.10203231126070023,-0.10872388631105423,0.023147011175751686,0.09240490198135376,-0.12930098176002502,-0.028696659952402115,-0.12248748540878296,0.17081251740455627,0.07990869134664536,-0.11308443546295166,-0.2056514024734497,0.0370694138109684,-0.11029112339019775,-0.11570954322814941,0.05021331086754799,-0.19663971662521362,-0.15891899168491364,-0.31219029426574707,0.009691275656223297,0.3823617398738861,0.05168307572603226,-0.2128353714942932,0.06589272618293762,-0.005105402320623398,0.06753001362085342,0.11286716163158417,0.15161801874637604,0.06169549748301506,0.07343371957540512,-0.09909402579069138,0.010385222733020782,0.20040376484394073,-0.08955402672290802,-0.022640354931354523,0.21813303232192993,-0.052472393959760666,0.06745653599500656,0.05932324379682541,0.057141706347465515,-0.06083112210035324,0.046696387231349945,-0.09509788453578949,0.030622728168964386,0.05156956613063812,-0.037180133163928986,-0.019199106842279434,0.0981849879026413,-0.12319987267255783,0.11786288022994995,-0.04782884567975998,0.04786860942840576,-0.013658039271831512,-0.003431476652622223,-0.10006775707006454,-0.04461608827114105,0.0703953355550766,-0.21827906370162964,0.1560688614845276,0.1788843274116516,0.02542448788881302,0.06852105259895325,0.1092713251709938,0.06672780960798264,-0.03271138295531273,0.07548992335796356,-0.17543545365333557,-0.03358578681945801,0.13423877954483032,-0.011643178761005402,0.06173805892467499,-0.015750426799058914
kim6,-0.09453637897968292,0.014765392988920212,0.05113587528467178,-0.09164970368146896,-0.08731226623058319,-0.07063263654708862,-0.08997557312250137,-0.14011621475219727,0.09741751849651337,-0.12319578230381012,0.1813017576932907,-0.12876738607883453,-0.2253323346376419,-0.10271649062633514,-0.07352040708065033,0.2569166123867035,-0.1304117888212204,-0.19081053137779236,-0.05448880046606064,-0.0069467127323150635,0.10650015622377396,-0.007806193083524704,0.0018202625215053558,0.07660476863384247,-0.12971453368663788,-0.2921186685562134,-0.09182785451412201,0.004484541714191437,-0.06534469127655029,-0.07356959581375122,-0.05808374285697937,0.05711394548416138,-0.2256723940372467,-0.04207469895482063,0.07359915971755981,0.11819325387477875,0.03538987785577774,-0.13364377617835999,0.1660240888595581,0.016979936510324478,-0.27186089754104614,0.05273175984621048,0.06558367609977722,0.20971998572349548,0.17600621283054352,0.0007053613662719727,0.013441566377878189,-0.1852879524230957,0.13800543546676636,-0.1670982837677002,0.021347399801015854,0.14791961014270782,0.018228717148303986,0.01975921541452408,-0.001690879464149475,-0.1194920539855957,0.04153089225292206,0.1709800660610199,-0.11647996306419373,-0.01539231464266777,0.09789665043354034,-0.06715811789035797,-0.05822286754846573,-0.18200823664665222,0.1462407112121582,0.0553397461771965,-0.13715633749961853,-0.23571960628032684,0.09718596935272217,-0.11897967010736465,-0.08220691233873367,0.05396357551217079,-0.16711604595184326,-0.18377846479415894,-0.33647337555885315,-0.0038192346692085266,0.3195400834083557,0.09275014698505402,-0.25471651554107666,0.09087958931922913,0.024188295006752014,0.0603308379650116,0.14057570695877075,0.17731451988220215,0.051698245108127594,0.08663685619831085,-0.06101426109671593,-0.021326035261154175,0.23726557195186615,-0.048938214778900146,-0.02291163057088852,0.22148826718330383,-0.021375156939029694,0.04677095264196396,0.041621461510658264,0.02113795280456543,-0.053960010409355164,0.04033716022968292,-0.14807559549808502,0.007210925221443176,0.03180783987045288,-0.0004050545394420624,-0.011476580053567886,0.09745548665523529,-0.1193651407957077,0.1096617728471756,-0.02576393075287342,0.039981089532375336,-0.02320624142885208,-0.020709417760372162,-0.11427918076515198,-0.05684320628643036,0.09583979845046997,-0.2162061333656311,0.16803474724292755,0.19097056984901428,0.08386632800102234,0.06916927546262741,0.16370442509651184,0.11274504661560059,0.007132634520530701,0.04132765531539917,-0.19049720466136932,-0.02140451967716217,0.1324460804462433,-0.029261715710163116,0.1069224551320076,-0.009636685252189636
kim7,-0.1490764170885086,0.059760674834251404,0.056846074759960175,-0.13725274801254272,-0.1471172571182251,-0.005452573299407959,-0.09914940595626831,-0.08795110881328583,0.0984886884689331,-0.19722871482372284,0.14644277095794678,-0.1416187286376953,-0.22101649641990662,0.002235628664493561,-0.05266551673412323,0.23361366987228394,-0.14181596040725708,-0.175804004073143,-0.0395013764500618,0.027756467461586,0.11838077008724213,0.02386036515235901,-0.05285181105136871,0.061597030609846115,-0.10584469139575958,-0.34018152952194214,-0.1006728857755661,-0.03959288448095322,-0.13260850310325623,-0.0638413280248642,-0.03788982331752777,0.008800454437732697,-0.22003105282783508,0.0011167265474796295,-0.010347455739974976,0.08185116946697235,-0.004955155774950981,-0.09381743520498276,0.16004422307014465,0.01250917837023735,-0.2857498526573181,0.07547498494386673,0.07986791431903839,0.18963217735290527,0.14251595735549927,0.0033644884824752808,-0.02237379550933838,-0.13327206671237946,0.10995403677225113,-0.19359874725341797,0.03691861033439636,0.1223442479968071,0.019183076918125153,0.04343809559941292,0.039465777575969696,-0.09692226350307465,0.06133294850587845,0.12292449921369553,-0.09552376717329025,-0.005560416728258133,0.09478998184204102,-0.09658870100975037,-0.033032312989234924,-0.14243799448013306,0.22089076042175293,0.10131403803825378,-0.07527107000350952,-0.20949092507362366,0.1371883749961853,-0.07321350276470184,-0.1014367938041687,0.052546024322509766,-0.16111382842063904,-0.14606279134750366,-0.27505558729171753,0.028533324599266052,0.3258824944496155,0.09600101411342621,-0.22271397709846497,0.07055626809597015,-0.011128876358270645,0.024444513022899628,0.14321795105934143,0.15193361043930054,0.06319531798362732,0.006192151457071304,-0.053393762558698654,0.04099878668785095,0.2417009025812149,-0.06605951488018036,-0.0029358044266700745,0.20994862914085388,0.010018661618232727,0.03032630681991577,0.03920631855726242,0.006603404879570007,-0.06941885501146317,0.005325689911842346,-0.13795720040798187,0.0049019455909729,0.0571267306804657,-0.007587127387523651,-0.06672510504722595,0.15146702527999878,-0.15025830268859863,0.09893593937158585,-0.04367721825838089,-0.01236514002084732,-0.029106460511684418,0.023084305226802826,-0.07626675069332123,-0.034469932317733765,0.08266092836856842,-0.1702386438846588,0.16869327425956726,0.13097244501113892,0.010688390582799911,0.07505685836076736,0.11776778846979141,0.09745851159095764,-0.022871486842632294,0.018500693142414093,-0.27028995752334595,-0.0372510701417923,0.16662463545799255,0.029887348413467407,0.08334320038557053,0.025875452905893326
kim8,-0.08850754797458649,0.0907270759344101,0.05090561881661415,-0.05622170865535736,-0.10362269729375839,0.02523556351661682,-0.12538015842437744,-0.08643058687448502,0.1564546376466751,-0.16137701272964478,0.17002072930335999,-0.03265705332159996,-0.15881572663784027,-0.008043669164180756,-0.07767583429813385,0.22332635521888733,-0.160986989736557,-0.20259001851081848,0.014660462737083435,0.030354879796504974,0.08497899770736694,0.04251410812139511,-0.008672721683979034,0.0467064268887043,-0.165946364402771,-0.2857615351676941,-0.09303578734397888,-0.05374370887875557,-0.05744863301515579,-0.08249731361865997,-0.08085935562849045,0.033703871071338654,-0.17573215067386627,0.013790188357234001,0.05267466604709625,0.13243231177330017,0.013043928891420364,-0.030009135603904724,0.18568055331707,0.05589469522237778,-0.2801891565322876,0.06519574671983719,0.11591128259897232,0.24034813046455383,0.17088517546653748,0.017558827996253967,-0.0387616828083992,-0.17293986678123474,0.10485309362411499,-0.1944136619567871,0.03597533330321312,0.14948506653308868,0.07607370615005493,0.09874516725540161,-0.00697210431098938,-0.09699337184429169,0.031572140753269196,0.10610364377498627,-0.1335461437702179,0.009080670773983002,0.09142795950174332,-0.028337381780147552,-0.0063133276998996735,-0.11319509148597717,0.22089983522891998,0.12620043754577637,-0.09653794765472412,-0.23153939843177795,0.07999001443386078,-0.1443604677915573,-0.14521008729934692,0.11796373873949051,-0.1327952742576599,-0.17049813270568848,-0.2626541554927826,-0.03552217036485672,0.35913845896720886,0.13630539178848267,-0.16738519072532654,0.07424712181091309,-0.004606418311595917,-0.05184502154588699,0.09193213284015656,0.14059479534626007,0.006734102964401245,0.05984499678015709,-0.023306548595428467,0.03998409956693649,0.28516557812690735,-0.03901897370815277,0.004158828407526016,0.1698032170534134,0.004765763878822327,0.11630892753601074,0.0028410255908966064,0.029363922774791718,-0.04942606762051582,0.0447659008204937,-0.18683287501335144,-0.06005705147981644,-0.06291661411523819,0.045108601450920105,0.014156162738800049,0.1294562667608261,-0.15421201288700104,0.12477447092533112,0.000299304723739624,-0.021597355604171753,-0.004839956760406494,0.09443262964487076,-0.09124762564897537,-0.05111064016819,0.12698042392730713,-0.20242086052894592,0.18982332944869995,0.14251522719860077,0.06215819716453552,0.04410294443368912,0.1450350433588028,0.10196859389543533,-0.02747860550880432,-0.006012812256813049,-0.21456792950630188,0.00794711709022522,0.10717503726482391,-0.06796176731586456,0.12320203334093094,0.0011124461889266968
